id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
535,Mafalda Haley,1,cameron_ortiz@mayer.example,65,70,19,6,490,familiar,5,t,solteiro,,7,6,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
536,Owen Konopelski,1,jospeh.windler@ratke.example,56,56,1,9,84,individual,1,t,solteiro,,8,2,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
537,Garry Bednar,1,rudy_tremblay@gibson.test,28,54,18,5,311,individual,1,f,solteiro,,9,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
538,Emily Zulauf,1,wilbur@langosh.example,31,61,26,9,73,individual,1,f,divorciado,,5,7,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
539,Asa Collier,1,chasity.torp@homenick-bernier.test,20,65,37,5,336,familiar,1,t,casado,,2,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
540,The Hon. Stephenie Stanton,1,ahmad@pacocha-marvin.test,16,46,3,6,113,individual,3,f,solteiro,,4,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
541,Jennie Abshire,1,cecile.von@olson.test,21,65,10,2,362,familiar,6,t,casado,,10,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
542,Alton Breitenberg,1,lauralee@olson.example,18,8,26,6,289,familiar,7,f,casado,,8,6,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
543,Angelo Nicolas,1,serena@torp.test,83,50,1,2,309,familiar,2,t,casado,,10,6,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
544,Theo Stracke,1,keturah@bosco.example,48,56,35,7,229,familiar,5,t,solteiro,,6,16,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
545,Enrique Hilpert,1,tomi@klein.example,35,8,33,2,294,individual,1,t,divorciado,,4,7,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
546,Deana McDermott,1,cami@little.test,74,37,34,1,251,familiar,1,f,solteiro,,8,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
547,Otilia Osinski,1,emory@torp.example,12,23,5,7,476,familiar,6,t,solteiro,,5,5,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
548,Ferdinand Buckridge V,1,dan@windler.example,56,30,21,0,425,individual,4,f,divorciado,,6,2,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
549,Jolyn Lowe,1,candice@price-hamill.example,73,44,23,0,46,familiar,7,t,solteiro,,7,19,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
550,Rev. Deon Schoen,1,lino@ledner.example,27,60,19,9,38,individual,1,f,solteiro,,0,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
551,Abram Bosco,1,richie@heaney.example,24,27,9,4,363,individual,6,t,divorciado,,10,0,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
552,Donnette Bruen,1,neomi_kozey@white.example,24,29,3,3,463,familiar,7,f,divorciado,,5,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
553,Pres. Carolyne Batz,1,nathanial_miller@medhurst.test,78,22,31,7,396,familiar,4,t,solteiro,,3,13,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
554,Prof. Anneliese Ferry,1,marlo@hintz-leannon.example,27,5,4,7,350,individual,4,f,divorciado,,10,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
555,Antone Bayer,1,cherie@torp-beer.test,8,13,31,8,145,familiar,4,f,solteiro,,9,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
556,Branden Morissette,1,antonetta@bins.example,13,44,14,3,266,individual,6,t,casado,,1,9,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
557,Giovanni Hane,1,perry@leuschke-bernier.example,72,35,35,7,72,individual,6,f,casado,,8,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
558,Jimmy Hermann DVM,1,alec_blick@lindgren.test,25,13,22,3,462,familiar,4,t,solteiro,,7,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
559,Jeanice Bailey,1,tyrone@kris.test,16,9,32,8,176,familiar,3,t,casado,,4,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
560,Msgr. Toby McDermott,1,johnathon_lockman@fritsch.test,49,52,31,6,410,individual,6,f,divorciado,,5,12,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
561,Edie Schuster,1,mollie@jones.test,29,42,6,8,380,individual,2,t,divorciado,,9,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
562,Kaitlyn Yundt,1,toni@murphy-cummings.example,30,36,31,7,68,individual,1,t,solteiro,,3,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
563,Jan Kihn,1,bonnie@lebsack.example,47,70,13,5,5,individual,4,t,solteiro,,0,4,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
564,Patience Bernhard,1,wilton@schumm.example,40,16,4,0,366,individual,5,f,divorciado,,7,0,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
565,Clara Roberts,1,otis.bins@zemlak.example,68,54,17,2,194,individual,4,t,solteiro,,6,9,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
566,Monty Cassin DDS,1,althea_stamm@gorczany.example,76,63,10,9,7,familiar,7,t,divorciado,,6,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
567,Eduardo Grimes,1,lawanda@west-frami.example,49,50,0,8,480,individual,1,t,divorciado,,4,2,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
568,Isiah Quitzon MD,1,carola_kling@streich.example,82,54,20,1,397,individual,1,f,divorciado,,3,7,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
569,Yanira Dare,1,vesta@cartwright.test,20,9,0,6,497,familiar,6,f,divorciado,,3,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
570,Reena Hand,1,jerome_dibbert@aufderhar-swift.test,5,64,34,8,156,familiar,1,t,divorciado,,4,9,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
571,Augustine Renner,1,inell_willms@fritsch.test,74,14,8,8,439,individual,6,f,divorciado,,6,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
572,Andrew Jones,1,jamar@quitzon.example,6,72,26,2,66,familiar,5,f,divorciado,,2,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
573,Lois Mayert,1,hai@prohaska.test,5,65,3,4,350,familiar,3,f,divorciado,,7,7,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
574,Florentino Maggio,1,leola.johnson@block.test,32,55,34,0,98,familiar,3,t,divorciado,,2,5,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
575,Monroe Spencer,1,verna@kreiger.example,55,17,10,5,79,individual,5,f,casado,,8,2,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
576,Carmon Wisoky,1,rene_kirlin@krajcik.test,10,59,34,7,445,individual,6,t,solteiro,,6,0,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
577,Ilona Olson MD,1,burton_pfannerstill@brekke.test,46,34,9,9,191,individual,6,t,solteiro,,4,15,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
578,Elva Considine DVM,1,sheryll_stehr@fahey-oreilly.example,30,33,17,6,389,familiar,2,t,casado,,8,8,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
579,Gov. Romeo Rosenbaum,1,viki@hane.test,1,36,15,5,158,individual,4,f,divorciado,,4,7,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
580,Lean Ledner,1,marion@kuhlman.example,5,44,33,4,70,individual,5,t,casado,,7,0,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
581,Kelly Will,1,mariano@kohler-crooks.example,67,20,2,4,193,familiar,6,t,casado,,9,1,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
582,Freeman Smith DVM,1,aubrey@feeney.example,76,17,5,3,435,familiar,2,f,solteiro,,9,9,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
583,Prof. Janelle Jaskolski,1,rolf@schimmel.test,65,51,30,3,425,familiar,7,f,casado,,2,5,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
584,Nickie Schaden,1,samatha@kuhlman.test,6,12,28,4,257,individual,6,t,divorciado,,5,2,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
585,Babette Moen III,1,milda_beatty@brekke-buckridge.example,41,56,25,2,91,individual,3,t,solteiro,,7,3,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
586,Audrey Spencer,1,rolland.cassin@jakubowski.example,5,46,29,4,151,individual,7,t,divorciado,,3,6,2024-02-17 00:32:30 UTC,2024-02-17 00:32:30 UTC
587,Sen. Zachery Auer,1,corrinne.gibson@steuber.example,15,25,22,2,411,familiar,3,t,casado,,6,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
588,Song Collier LLD,1,ehtel@padberg-gerhold.example,17,5,31,0,217,familiar,6,t,solteiro,,1,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
589,Gov. Sheridan Schuppe,1,andree@shanahan-jacobs.test,73,23,21,8,387,individual,2,t,divorciado,,6,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
590,Bobbie Bartoletti IV,1,colin@mclaughlin-zboncak.test,50,19,12,5,147,individual,7,t,solteiro,,6,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
591,Cristine Herzog,1,darlena.ortiz@borer.example,56,46,4,6,87,familiar,4,f,casado,,4,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
592,Rashad Kerluke,1,eugene@jakubowski.example,39,12,22,0,414,individual,3,t,divorciado,,5,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
593,Caryl Robel CPA,1,alfredo@morar.test,79,29,5,9,152,familiar,1,f,divorciado,,7,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
594,Willy Morar,1,christoper@yost.example,79,64,25,2,257,individual,7,f,casado,,8,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
595,Rhea Bosco,1,dorathy.dicki@parker.test,6,11,2,9,305,individual,1,t,solteiro,,8,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
596,Rep. Edda Cronin,1,andreas@mcclure.example,33,23,1,9,313,individual,6,t,casado,,0,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
597,Bernard Graham,1,raphael@gutmann-conn.test,46,19,11,2,333,familiar,4,t,solteiro,,2,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
598,Christeen Bartell VM,1,reinaldo.williamson@schneider-runolfsdottir.test,72,46,11,7,214,familiar,3,t,casado,,1,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
599,Mr. Shane Towne,1,florencia@rice.example,8,4,23,2,460,individual,4,t,divorciado,,2,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
600,Amb. Percy Swift,1,samuel.jerde@bayer.example,45,15,31,7,115,individual,2,t,divorciado,,0,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
601,Sharyl Strosin Esq.,1,vera@romaguera-koelpin.example,18,28,19,6,412,familiar,4,t,solteiro,,0,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
602,Elida O'Kon Ret.,1,trinidad@gerlach.example,37,57,31,0,242,individual,7,t,solteiro,,4,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
603,Pres. Jessenia Prosacco,1,rocco@spinka.test,18,56,29,1,380,individual,3,f,divorciado,,4,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
604,Fredric Jenkins,1,danelle.schmitt@bednar.example,30,18,26,5,145,familiar,1,f,casado,,7,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
605,Amb. Charlott Satterfield,1,woodrow@davis.example,63,66,28,5,115,familiar,3,f,casado,,4,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
606,Herman Smith Jr.,1,luther@brekke.test,83,38,12,3,226,familiar,2,t,casado,,4,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
607,Charita Murray,1,augustus@watsica-casper.test,18,46,1,5,137,familiar,2,t,casado,,2,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
608,Dessie Keebler,1,trevor@blanda-crooks.example,51,69,1,3,427,individual,2,t,solteiro,,5,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
609,Lera Rath V,1,tomi.kreiger@grant.test,42,25,27,3,483,familiar,7,t,solteiro,,5,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
610,Launa Mills PhD,1,melvin@glover.example,53,27,16,5,10,individual,2,f,divorciado,,0,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
611,Kelly Beahan,1,constance.schmeler@altenwerth.test,39,68,29,7,179,individual,2,f,casado,,4,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
612,Howard Huel,1,eileen@bosco.example,16,30,4,5,483,familiar,3,t,casado,,6,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
613,Mrs. Ashley Hagenes,1,isaias@schroeder.test,61,34,21,3,88,familiar,1,f,casado,,5,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
614,Guillermo Ruecker Jr.,1,chantelle.bayer@christiansen-bogan.example,75,70,32,8,158,individual,5,t,casado,,0,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
615,Delia Cormier,1,michal@langworth-vonrueden.example,78,66,35,6,35,familiar,4,t,solteiro,,0,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
616,Vernita Mann,1,stacy_mante@bechtelar-powlowski.test,56,49,1,3,125,familiar,3,f,solteiro,,6,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
617,Maud Morar,1,erna@hackett.example,58,24,11,1,494,individual,5,t,solteiro,,5,18,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
618,Russel Reynolds,1,duncan@macgyver-padberg.example,82,45,15,1,311,familiar,6,t,solteiro,,2,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
619,Callie Spencer,1,guadalupe.kemmer@ratke-welch.test,17,70,33,9,219,familiar,4,t,casado,,2,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
620,Amb. Donny O'Conner,1,darin.damore@hand.example,10,42,30,8,447,individual,4,f,divorciado,,0,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
621,Sen. Brigida Langworth,1,lottie@durgan.example,6,45,22,1,142,individual,1,t,casado,,8,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
622,Johnson Hodkiewicz,1,howard.kassulke@connelly.test,5,44,34,1,463,individual,6,t,solteiro,,0,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
623,Marlena Pacocha I,1,david@lowe.test,4,65,8,2,453,individual,1,f,divorciado,,7,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
624,Tiesha Schulist,1,alphonso@hermann.example,69,64,20,4,349,familiar,3,t,casado,,3,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
625,Ian Waters,1,freda_kunze@hills-schamberger.test,58,49,36,9,345,individual,3,t,divorciado,,5,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
626,Bernardina MacGyver VM,1,dusti@simonis.example,87,48,0,4,184,familiar,2,t,casado,,2,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
627,Natalya Satterfield JD,1,roosevelt@thompson.example,33,34,17,7,357,individual,7,f,casado,,8,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
628,Joel Kreiger,1,ariel@stark.example,46,6,15,3,278,individual,1,t,divorciado,,6,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
629,Myrtice Grimes I,1,peter@kris.example,40,19,11,2,312,individual,6,f,casado,,3,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
630,Jeff Hansen,1,arline@mann.test,47,26,33,0,423,individual,6,t,solteiro,,9,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
631,Antony Mertz,1,bryce.gleason@schmeler.test,45,4,29,7,413,familiar,6,t,casado,,6,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
632,Neal Keeling,1,kirby@price.test,56,19,11,3,399,familiar,2,t,casado,,4,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
633,Gala Hilll Jr.,1,lawrence_ritchie@ullrich.test,64,28,7,5,248,familiar,7,f,solteiro,,6,13,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
634,Stacy Olson,1,kenna@toy.test,61,10,35,3,107,familiar,6,t,casado,,4,16,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
635,Britteny Sauer PhD,1,demarcus_mccullough@hoppe.example,83,49,18,0,199,familiar,4,t,solteiro,,4,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
636,Malcom Turcotte,1,marcus@mcglynn.test,18,51,17,4,158,familiar,2,f,casado,,9,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
637,Denese Mertz,1,jesus@kautzer.test,62,47,23,4,26,familiar,4,f,solteiro,,4,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
638,Jayme Stehr,1,kazuko@mclaughlin.example,61,33,1,8,310,individual,3,t,divorciado,,1,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
639,Bernice Halvorson,1,solomon_schinner@upton.example,10,12,16,0,194,familiar,7,t,casado,,0,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
640,Mr. Wm Lehner,1,carisa@muller.test,49,59,20,9,150,familiar,6,t,divorciado,,6,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
641,Alva Trantow,1,lorri.adams@hoeger.example,56,17,37,0,154,individual,6,t,casado,,3,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
642,Rep. Malik Weissnat,1,elisabeth.fadel@nader-barrows.test,2,62,16,3,210,familiar,7,f,solteiro,,5,15,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
643,Sharyn Connelly,1,oma.casper@kuhn.example,61,61,21,7,296,familiar,4,f,divorciado,,5,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
644,Shira Hirthe,1,winnifred@kassulke.test,35,19,22,3,355,familiar,7,f,solteiro,,2,17,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
645,The Hon. Tyisha Moen,1,ambrose_batz@kshlerin.example,78,74,11,6,401,individual,7,t,casado,,1,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
646,Randa Berge,1,edwardo_harber@erdman-bradtke.example,21,3,10,6,35,individual,4,f,casado,,6,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
647,Modesta Lockman,1,tobias@reichert.example,80,72,0,7,168,individual,1,f,solteiro,,3,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
648,Vern Smitham I,1,augustine@gleason-kling.test,71,42,35,8,152,individual,7,f,solteiro,,10,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
649,Quintin Block Jr.,1,shameka@becker-konopelski.test,34,11,2,5,310,individual,1,t,solteiro,,6,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
650,Jonathon Dooley,1,doloris@metz.example,72,24,31,8,62,familiar,4,t,divorciado,,3,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
651,Nicolas Barton,1,coy.nitzsche@kunze.test,33,68,15,7,29,individual,4,f,casado,,8,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
652,Arminda Kutch,1,mandi.harber@boyle.example,2,41,1,1,92,familiar,3,t,divorciado,,8,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
653,Myles Weber IV,1,lorita@mante.example,47,36,28,6,139,individual,7,t,solteiro,,8,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
654,Cindi Howe,1,conrad@sauer-macejkovic.example,50,43,30,6,97,familiar,5,f,casado,,1,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
655,Erick Kemmer,1,man.wisoky@smith.test,74,49,7,9,107,individual,1,t,casado,,10,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
656,Erick Lynch,1,leonel_hyatt@wolff-volkman.example,56,40,2,4,151,familiar,2,f,divorciado,,7,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
657,Mrs. Mollie Kiehn,1,kathrin_mayert@gleichner-weber.test,41,56,12,7,279,familiar,7,t,casado,,1,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
658,Rashad Leuschke,1,iva.oconnell@cremin.example,70,28,4,8,146,individual,7,f,solteiro,,6,16,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
659,Gracie Connelly,1,colton@sawayn.example,47,27,20,4,176,individual,7,t,divorciado,,9,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
660,Lenny Mraz,1,tempie.bernier@friesen.example,7,2,8,5,173,familiar,5,t,divorciado,,2,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
661,Dorinda Gerlach,1,domonique_dibbert@schultz-ortiz.example,44,35,20,0,172,individual,2,t,solteiro,,9,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
662,Cruz Fritsch DC,1,tracie@lakin-lesch.test,47,30,14,0,267,individual,2,f,casado,,6,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
663,Ollie Abbott,1,angele_pagac@beier-donnelly.example,20,19,8,6,299,familiar,7,f,casado,,2,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
664,Fr. Junior O'Keefe,1,merna@roberts-huels.example,3,37,23,8,354,individual,7,f,casado,,4,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
665,Pres. Von Pfeffer,1,wilton@senger.test,86,12,11,4,416,familiar,7,t,solteiro,,1,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
666,Marion O'Connell,1,asa.ruecker@kris-steuber.test,85,29,16,4,259,familiar,5,t,solteiro,,9,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
667,Alonzo Pacocha,1,geraldo_ankunding@prosacco.example,63,39,4,6,314,familiar,3,t,solteiro,,5,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
668,Jacklyn Purdy,1,bart.stanton@lockman.test,31,21,30,9,4,familiar,4,f,solteiro,,4,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
669,Holley Baumbach,1,cruz@gibson.example,62,21,4,4,369,familiar,4,f,solteiro,,1,18,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
670,Darin Fisher,1,freddy.smith@stehr-hickle.test,4,21,5,9,50,familiar,5,f,solteiro,,1,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
671,Anibal Thiel,1,fredrick@greenholt.test,62,44,0,9,418,individual,4,f,divorciado,,0,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
672,Arla Jenkins,1,gerda@hamill.example,60,49,17,6,400,familiar,4,t,casado,,7,8,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
673,Pansy Stark I,1,ardella@hartmann-wolf.example,13,16,32,2,400,familiar,6,t,solteiro,,4,9,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
674,Jeremy Ryan,1,chet_auer@friesen.test,23,11,35,8,212,familiar,5,f,casado,,5,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
675,Alida Fisher IV,1,marna_adams@halvorson.example,63,29,18,5,297,individual,2,t,divorciado,,0,4,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
676,Sparkle Blick,1,luther@okuneva.example,59,47,18,3,292,familiar,6,f,casado,,7,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
677,Annemarie Franecki II,1,cyrus@walker.test,49,64,22,5,198,familiar,3,t,solteiro,,7,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
678,Zachery Bergstrom,1,sherwood@kris.example,15,71,25,8,124,familiar,5,t,solteiro,,8,2,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
679,Agustin Frami III,1,august_casper@wyman.test,79,48,31,0,214,individual,5,t,divorciado,,0,11,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
680,Isaac Collins,1,neoma@stroman-pfeffer.test,20,70,20,4,142,familiar,5,f,casado,,4,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
681,Jayson Bailey,1,pierre@hackett-dooley.example,73,9,21,3,48,familiar,7,f,casado,,1,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
682,Pierre Dicki,1,agustina@green-walker.test,72,31,32,3,328,familiar,6,t,divorciado,,3,0,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
683,Lanny Kihn,1,doug@halvorson-kuvalis.test,2,36,28,2,209,familiar,6,f,solteiro,,7,13,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
684,Millard Wilkinson,1,judie_armstrong@bernhard.test,43,69,29,8,326,individual,2,f,solteiro,,6,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
685,Talia Bartell,1,kathey@sipes.example,63,7,16,6,406,individual,4,f,casado,,2,15,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
686,Dorotha Yost,1,camie.swift@haag.example,72,68,6,8,49,individual,3,t,solteiro,,8,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
687,Reed Moore,1,bruno.gleichner@dicki.example,47,13,0,8,223,individual,1,t,divorciado,,6,7,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
688,Clint Watsica,1,morris@koch-herzog.example,4,47,36,2,429,individual,2,f,solteiro,,6,3,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
689,Sen. Jared Bins,1,travis@swaniawski.example,36,48,4,0,265,familiar,4,t,solteiro,,0,6,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
690,Jewel Simonis,1,lyman.goyette@erdman.example,26,30,14,6,349,familiar,5,f,divorciado,,0,1,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
691,Rev. Bradford Labadie,1,brittany.kirlin@fay.test,72,2,6,4,292,individual,5,t,divorciado,,8,5,2024-02-17 00:32:31 UTC,2024-02-17 00:32:31 UTC
